DateKey,Date,Day,DaySuffix,Weekday,WeekDayName,WeekDayName_Short,WeekDayName_FirstLetter,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,Month,MonthName,MonthName_Short,MonthName_FirstLetter,Quarter,QuarterName,Year,MMYYYY,MonthYear,IsWeekend,IsHoliday,HolidayName,SpecialDays,FinancialYear,FinancialQuater,FinancialMonth,FirstDateofYear,LastDateofYear,FirstDateofQuater,LastDateofQuater,FirstDateofMonth,LastDateofMonth,FirstDateofWeek,LastDateofWeek,CurrentYear,CurrentQuater,CurrentMonth,CurrentWeek,CurrentDay
20140604,2014-06-04,4,th,4,Wednesday,WED,W,4,155,1,23,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-01,2014-06-07,-8,-32,-95,-414,-2899
20140605,2014-06-05,5,th,5,Thursday,THU,T,5,156,1,23,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-01,2014-06-07,-8,-32,-95,-414,-2898
20140606,2014-06-06,6,th,6,Friday,FRI,F,6,157,1,23,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-01,2014-06-07,-8,-32,-95,-414,-2897
20140607,2014-06-07,7,th,7,Saturday,SAT,S,7,158,1,23,6,June,JUN,J,2,second,2014,062014,2014JUN,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-01,2014-06-07,-8,-32,-95,-414,-2896
20140608,2014-06-08,8,th,1,Sunday,SUN,S,8,159,2,24,6,June,JUN,J,2,second,2014,062014,2014JUN,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-08,2014-06-14,-8,-32,-95,-413,-2895
20140609,2014-06-09,9,th,2,Monday,MON,M,9,160,2,24,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-08,2014-06-14,-8,-32,-95,-413,-2894
20140610,2014-06-10,10,th,3,Tuesday,TUE,T,10,161,2,24,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-08,2014-06-14,-8,-32,-95,-413,-2893
20140611,2014-06-11,11,th,4,Wednesday,WED,W,11,162,2,24,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-08,2014-06-14,-8,-32,-95,-413,-2892
20140612,2014-06-12,12,th,5,Thursday,THU,T,12,163,2,24,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-08,2014-06-14,-8,-32,-95,-413,-2891
20140613,2014-06-13,13,th,6,Friday,FRI,F,13,164,2,24,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-08,2014-06-14,-8,-32,-95,-413,-2890
20140614,2014-06-14,14,th,7,Saturday,SAT,S,14,165,2,24,6,June,JUN,J,2,second,2014,062014,2014JUN,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-08,2014-06-14,-8,-32,-95,-413,-2889
20140615,2014-06-15,15,th,1,Sunday,SUN,S,15,166,3,25,6,June,JUN,J,2,second,2014,062014,2014JUN,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-15,2014-06-21,-8,-32,-95,-412,-2888
20140616,2014-06-16,16,th,2,Monday,MON,M,16,167,3,25,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-15,2014-06-21,-8,-32,-95,-412,-2887
20140617,2014-06-17,17,th,3,Tuesday,TUE,T,17,168,3,25,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-15,2014-06-21,-8,-32,-95,-412,-2886
20140618,2014-06-18,18,th,4,Wednesday,WED,W,18,169,3,25,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-15,2014-06-21,-8,-32,-95,-412,-2885
20140619,2014-06-19,19,th,5,Thursday,THU,T,19,170,3,25,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-15,2014-06-21,-8,-32,-95,-412,-2884
20140620,2014-06-20,20,th,6,Friday,FRI,F,20,171,3,25,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-15,2014-06-21,-8,-32,-95,-412,-2883
20140621,2014-06-21,21,st,7,Saturday,SAT,S,21,172,3,25,6,June,JUN,J,2,second,2014,062014,2014JUN,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-15,2014-06-21,-8,-32,-95,-412,-2882
20140622,2014-06-22,22,nd,1,Sunday,SUN,S,22,173,4,26,6,June,JUN,J,2,second,2014,062014,2014JUN,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-22,2014-06-28,-8,-32,-95,-411,-2881
20140623,2014-06-23,23,rd,2,Monday,MON,M,23,174,4,26,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-22,2014-06-28,-8,-32,-95,-411,-2880
20140624,2014-06-24,24,th,3,Tuesday,TUE,T,24,175,4,26,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-22,2014-06-28,-8,-32,-95,-411,-2879
20140625,2014-06-25,25,th,4,Wednesday,WED,W,25,176,4,26,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-22,2014-06-28,-8,-32,-95,-411,-2878
20140626,2014-06-26,26,th,5,Thursday,THU,T,26,177,4,26,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-22,2014-06-28,-8,-32,-95,-411,-2877
20140627,2014-06-27,27,th,6,Friday,FRI,F,27,178,4,26,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-22,2014-06-28,-8,-32,-95,-411,-2876
20140628,2014-06-28,28,th,7,Saturday,SAT,S,28,179,4,26,6,June,JUN,J,2,second,2014,062014,2014JUN,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-22,2014-06-28,-8,-32,-95,-411,-2875
20140629,2014-06-29,29,th,1,Sunday,SUN,S,29,180,5,27,6,June,JUN,J,2,second,2014,062014,2014JUN,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-29,2014-07-05,-8,-32,-95,-410,-2874
20140630,2014-06-30,30,th,2,Monday,MON,M,30,181,5,27,6,June,JUN,J,2,second,2014,062014,2014JUN,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-06-01,2014-06-30,2014-06-29,2014-07-05,-8,-32,-95,-410,-2873
20140701,2014-07-01,1,st,3,Tuesday,TUE,T,1,182,1,27,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-06-29,2014-07-05,-8,-31,-94,-410,-2872
20140702,2014-07-02,2,nd,4,Wednesday,WED,W,2,183,1,27,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-06-29,2014-07-05,-8,-31,-94,-410,-2871
20140703,2014-07-03,3,rd,5,Thursday,THU,T,3,184,1,27,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-06-29,2014-07-05,-8,-31,-94,-410,-2870
20140704,2014-07-04,4,th,6,Friday,FRI,F,4,185,1,27,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-06-29,2014-07-05,-8,-31,-94,-410,-2869
20140705,2014-07-05,5,th,7,Saturday,SAT,S,5,186,1,27,7,July,JUL,J,3,third,2014,072014,2014JUL,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-06-29,2014-07-05,-8,-31,-94,-410,-2868
20140706,2014-07-06,6,th,1,Sunday,SUN,S,6,187,2,28,7,July,JUL,J,3,third,2014,072014,2014JUL,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-06,2014-07-12,-8,-31,-94,-409,-2867
20140707,2014-07-07,7,th,2,Monday,MON,M,7,188,2,28,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-06,2014-07-12,-8,-31,-94,-409,-2866
20140708,2014-07-08,8,th,3,Tuesday,TUE,T,8,189,2,28,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-06,2014-07-12,-8,-31,-94,-409,-2865
20140709,2014-07-09,9,th,4,Wednesday,WED,W,9,190,2,28,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-06,2014-07-12,-8,-31,-94,-409,-2864
20140710,2014-07-10,10,th,5,Thursday,THU,T,10,191,2,28,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-06,2014-07-12,-8,-31,-94,-409,-2863
20140711,2014-07-11,11,th,6,Friday,FRI,F,11,192,2,28,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-06,2014-07-12,-8,-31,-94,-409,-2862
20140712,2014-07-12,12,th,7,Saturday,SAT,S,12,193,2,28,7,July,JUL,J,3,third,2014,072014,2014JUL,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-06,2014-07-12,-8,-31,-94,-409,-2861
20140713,2014-07-13,13,th,1,Sunday,SUN,S,13,194,3,29,7,July,JUL,J,3,third,2014,072014,2014JUL,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-13,2014-07-19,-8,-31,-94,-408,-2860
20140714,2014-07-14,14,th,2,Monday,MON,M,14,195,3,29,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-13,2014-07-19,-8,-31,-94,-408,-2859
20140715,2014-07-15,15,th,3,Tuesday,TUE,T,15,196,3,29,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-13,2014-07-19,-8,-31,-94,-408,-2858
20140716,2014-07-16,16,th,4,Wednesday,WED,W,16,197,3,29,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-13,2014-07-19,-8,-31,-94,-408,-2857
20140717,2014-07-17,17,th,5,Thursday,THU,T,17,198,3,29,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-13,2014-07-19,-8,-31,-94,-408,-2856
20140718,2014-07-18,18,th,6,Friday,FRI,F,18,199,3,29,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-13,2014-07-19,-8,-31,-94,-408,-2855
20140719,2014-07-19,19,th,7,Saturday,SAT,S,19,200,3,29,7,July,JUL,J,3,third,2014,072014,2014JUL,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-13,2014-07-19,-8,-31,-94,-408,-2854
20140720,2014-07-20,20,th,1,Sunday,SUN,S,20,201,4,30,7,July,JUL,J,3,third,2014,072014,2014JUL,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-20,2014-07-26,-8,-31,-94,-407,-2853
20140721,2014-07-21,21,st,2,Monday,MON,M,21,202,4,30,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-20,2014-07-26,-8,-31,-94,-407,-2852
20140722,2014-07-22,22,nd,3,Tuesday,TUE,T,22,203,4,30,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-20,2014-07-26,-8,-31,-94,-407,-2851
20140723,2014-07-23,23,rd,4,Wednesday,WED,W,23,204,4,30,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-20,2014-07-26,-8,-31,-94,-407,-2850
20140724,2014-07-24,24,th,5,Thursday,THU,T,24,205,4,30,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-20,2014-07-26,-8,-31,-94,-407,-2849
20140725,2014-07-25,25,th,6,Friday,FRI,F,25,206,4,30,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-20,2014-07-26,-8,-31,-94,-407,-2848
20140726,2014-07-26,26,th,7,Saturday,SAT,S,26,207,4,30,7,July,JUL,J,3,third,2014,072014,2014JUL,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-20,2014-07-26,-8,-31,-94,-407,-2847
20140727,2014-07-27,27,th,1,Sunday,SUN,S,27,208,5,31,7,July,JUL,J,3,third,2014,072014,2014JUL,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-27,2014-08-02,-8,-31,-94,-406,-2846
20140728,2014-07-28,28,th,2,Monday,MON,M,28,209,5,31,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-27,2014-08-02,-8,-31,-94,-406,-2845
20140729,2014-07-29,29,th,3,Tuesday,TUE,T,29,210,5,31,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-27,2014-08-02,-8,-31,-94,-406,-2844
20140730,2014-07-30,30,th,4,Wednesday,WED,W,30,211,5,31,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-27,2014-08-02,-8,-31,-94,-406,-2843
20140731,2014-07-31,31,st,5,Thursday,THU,T,31,212,5,31,7,July,JUL,J,3,third,2014,072014,2014JUL,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-07-01,2014-07-31,2014-07-27,2014-08-02,-8,-31,-94,-406,-2842
20140801,2014-08-01,1,st,6,Friday,FRI,F,1,213,1,31,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-07-27,2014-08-02,-8,-31,-93,-406,-2841
20140802,2014-08-02,2,nd,7,Saturday,SAT,S,2,214,1,31,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-07-27,2014-08-02,-8,-31,-93,-406,-2840
20140803,2014-08-03,3,rd,1,Sunday,SUN,S,3,215,2,32,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-03,2014-08-09,-8,-31,-93,-405,-2839
20140804,2014-08-04,4,th,2,Monday,MON,M,4,216,2,32,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-03,2014-08-09,-8,-31,-93,-405,-2838
20140805,2014-08-05,5,th,3,Tuesday,TUE,T,5,217,2,32,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-03,2014-08-09,-8,-31,-93,-405,-2837
20140806,2014-08-06,6,th,4,Wednesday,WED,W,6,218,2,32,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-03,2014-08-09,-8,-31,-93,-405,-2836
20140807,2014-08-07,7,th,5,Thursday,THU,T,7,219,2,32,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-03,2014-08-09,-8,-31,-93,-405,-2835
20140808,2014-08-08,8,th,6,Friday,FRI,F,8,220,2,32,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-03,2014-08-09,-8,-31,-93,-405,-2834
20140809,2014-08-09,9,th,7,Saturday,SAT,S,9,221,2,32,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-03,2014-08-09,-8,-31,-93,-405,-2833
20140810,2014-08-10,10,th,1,Sunday,SUN,S,10,222,3,33,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-10,2014-08-16,-8,-31,-93,-404,-2832
20140811,2014-08-11,11,th,2,Monday,MON,M,11,223,3,33,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-10,2014-08-16,-8,-31,-93,-404,-2831
20140812,2014-08-12,12,th,3,Tuesday,TUE,T,12,224,3,33,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-10,2014-08-16,-8,-31,-93,-404,-2830
20140813,2014-08-13,13,th,4,Wednesday,WED,W,13,225,3,33,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-10,2014-08-16,-8,-31,-93,-404,-2829
20140814,2014-08-14,14,th,5,Thursday,THU,T,14,226,3,33,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-10,2014-08-16,-8,-31,-93,-404,-2828
20140815,2014-08-15,15,th,6,Friday,FRI,F,15,227,3,33,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-10,2014-08-16,-8,-31,-93,-404,-2827
20140816,2014-08-16,16,th,7,Saturday,SAT,S,16,228,3,33,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-10,2014-08-16,-8,-31,-93,-404,-2826
20140817,2014-08-17,17,th,1,Sunday,SUN,S,17,229,4,34,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-17,2014-08-23,-8,-31,-93,-403,-2825
20140818,2014-08-18,18,th,2,Monday,MON,M,18,230,4,34,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-17,2014-08-23,-8,-31,-93,-403,-2824
20140819,2014-08-19,19,th,3,Tuesday,TUE,T,19,231,4,34,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-17,2014-08-23,-8,-31,-93,-403,-2823
20140820,2014-08-20,20,th,4,Wednesday,WED,W,20,232,4,34,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-17,2014-08-23,-8,-31,-93,-403,-2822
20140821,2014-08-21,21,st,5,Thursday,THU,T,21,233,4,34,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-17,2014-08-23,-8,-31,-93,-403,-2821
20140822,2014-08-22,22,nd,6,Friday,FRI,F,22,234,4,34,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-17,2014-08-23,-8,-31,-93,-403,-2820
20140823,2014-08-23,23,rd,7,Saturday,SAT,S,23,235,4,34,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-17,2014-08-23,-8,-31,-93,-403,-2819
20140824,2014-08-24,24,th,1,Sunday,SUN,S,24,236,5,35,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-24,2014-08-30,-8,-31,-93,-402,-2818
20140825,2014-08-25,25,th,2,Monday,MON,M,25,237,5,35,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-24,2014-08-30,-8,-31,-93,-402,-2817
20140826,2014-08-26,26,th,3,Tuesday,TUE,T,26,238,5,35,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-24,2014-08-30,-8,-31,-93,-402,-2816
20140827,2014-08-27,27,th,4,Wednesday,WED,W,27,239,5,35,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-24,2014-08-30,-8,-31,-93,-402,-2815
20140828,2014-08-28,28,th,5,Thursday,THU,T,28,240,5,35,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-24,2014-08-30,-8,-31,-93,-402,-2814
20140829,2014-08-29,29,th,6,Friday,FRI,F,29,241,5,35,8,August,AUG,A,3,third,2014,082014,2014AUG,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-24,2014-08-30,-8,-31,-93,-402,-2813
20140830,2014-08-30,30,th,7,Saturday,SAT,S,30,242,5,35,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-24,2014-08-30,-8,-31,-93,-402,-2812
20140831,2014-08-31,31,st,1,Sunday,SUN,S,31,243,6,36,8,August,AUG,A,3,third,2014,082014,2014AUG,true,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-08-01,2014-08-31,2014-08-31,2014-09-06,-8,-31,-93,-401,-2811
20140901,2014-09-01,1,st,2,Monday,MON,M,1,244,1,36,9,September,SEP,S,3,third,2014,092014,2014SEP,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-09-01,2014-09-30,2014-08-31,2014-09-06,-8,-31,-92,-401,-2810
20140902,2014-09-02,2,nd,3,Tuesday,TUE,T,2,245,1,36,9,September,SEP,S,3,third,2014,092014,2014SEP,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-09-01,2014-09-30,2014-08-31,2014-09-06,-8,-31,-92,-401,-2809
20140903,2014-09-03,3,rd,4,Wednesday,WED,W,3,246,1,36,9,September,SEP,S,3,third,2014,092014,2014SEP,false,false,null,null,null,null,null,2014-01-01,2014-12-31,2022-04-01,2022-06-30,2014-09-01,2014-09-30,2014-08-31,2014-09-06,-8,-31,-92,-401,-2808
