InvoiceID,CustomerID,BillToCustomerID,OrderID,DeliveryMethodID,ContactPersonID,AccountsPersonID,SalespersonPersonID,PackedByPersonID,InvoiceDate,CustomerPurchaseOrderNumber,IsCreditNote,CreditNoteReason,Comments,DeliveryInstructions,InternalComments,TotalDryItems,TotalChillerItems,DeliveryRun,RunPosition,ReturnedDeliveryData,ConfirmedDeliveryTime,ConfirmedReceivedBy,LastEditedBy,LastEditedWhen
537,176,1,512,3,1351,1001,6,12,2013-01-10,11618,false,null,null,"Shop 287, 680 Kallas Boulevard",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1587""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:15:00"",""ConNote"":""EAN-125-1587"",""DriverID"":9,""Latitude"":48.2826495,""Longitude"":-119.7067271,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T09:15:00"",""ReceivedBy"":""Banshari De""}",2013-01-11T09:15:00.000+0000,Banshari De,9,2013-01-11T07:00:00.000+0000
538,183,1,562,3,1365,1001,7,12,2013-01-10,15257,false,null,null,"Unit 286, 927 Yadav Street",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1588""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:20:00"",""ConNote"":""EAN-125-1588"",""DriverID"":9,""Latitude"":27.6919746,""Longitude"":-82.7234337,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T09:20:00"",""ReceivedBy"":""Kaan Tekin""}",2013-01-11T09:20:00.000+0000,Kaan Tekin,9,2013-01-11T07:00:00.000+0000
539,185,1,527,3,1369,1001,7,12,2013-01-10,10199,false,null,null,"Suite 174, 920 Nesic Street",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1589""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:25:00"",""ConNote"":""EAN-125-1589"",""DriverID"":9,""Latitude"":30.6926971,""Longitude"":-92.3981875,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T09:25:00"",""ReceivedBy"":""Truman Eder""}",2013-01-11T09:25:00.000+0000,Truman Eder,9,2013-01-11T07:00:00.000+0000
540,193,1,514,3,1385,1001,15,12,2013-01-10,18349,false,null,null,"Shop 112, 1591 Bhowmick Street",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1590""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:30:00"",""ConNote"":""EAN-125-1590"",""DriverID"":9,""Latitude"":37.2428449,""Longitude"":-85.1894035,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T09:30:00"",""ReceivedBy"":""Jack Carpenter""}",2013-01-11T09:30:00.000+0000,Jack Carpenter,9,2013-01-11T07:00:00.000+0000
541,194,1,586,3,1387,1001,8,12,2013-01-10,14488,false,null,null,"Shop 172, 1724 Chatterjee Avenue",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1591""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:35:00"",""ConNote"":""EAN-125-1591"",""DriverID"":9,""Latitude"":26.2617534,""Longitude"":-81.8092543,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T09:35:00"",""ReceivedBy"":""Thomas Fischer""}",2013-01-11T09:35:00.000+0000,Thomas Fischer,9,2013-01-11T07:00:00.000+0000
542,415,401,535,3,2029,2001,15,12,2013-01-10,14240,false,null,null,"Unit 77, 1555 Negi Crescent",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1592""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:40:00"",""ConNote"":""EAN-125-1592"",""DriverID"":9,""Latitude"":33.7167949,""Longitude"":-82.4398499,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T09:40:00"",""ReceivedBy"":""Maurice English""}",2013-01-11T09:40:00.000+0000,Maurice English,9,2013-01-11T07:00:00.000+0000
543,423,401,556,3,2045,2001,15,12,2013-01-10,17609,false,null,null,"Unit 30, 295 Rosberg Avenue",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1593""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:45:00"",""ConNote"":""EAN-125-1593"",""DriverID"":9,""Latitude"":38.7750070,""Longitude"":-95.1863603,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T09:45:00"",""ReceivedBy"":""Aamdaal Kamasamudram""}",2013-01-11T09:45:00.000+0000,Aamdaal Kamasamudram,9,2013-01-11T07:00:00.000+0000
544,437,401,569,3,2073,2001,13,12,2013-01-10,19821,false,null,null,"Shop 111, 1266 Aggarwal Road",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1594""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:50:00"",""ConNote"":""EAN-125-1594"",""DriverID"":9,""Latitude"":40.7539533,""Longitude"":-79.5811576,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T09:50:00"",""ReceivedBy"":""Vanja Grgic""}",2013-01-11T09:50:00.000+0000,Vanja Grgic,9,2013-01-11T07:00:00.000+0000
545,438,401,528,3,2075,2001,14,12,2013-01-10,17313,false,null,null,"Unit 47, 857 Bose Avenue",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1595""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T09:55:00"",""ConNote"":""EAN-125-1595"",""DriverID"":9,""Latitude"":38.8795180,""Longitude"":-82.9968419,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-11T09:55:00"",""ReceivedBy"":""Dayaram Mishra""}",2013-01-11T09:55:00.000+0000,Dayaram Mishra,9,2013-01-11T07:00:00.000+0000
546,441,401,526,3,2081,2001,16,12,2013-01-10,14738,false,null,null,"Suite 292, 830 Sal Crescent",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1596""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:00:00"",""ConNote"":""EAN-125-1596"",""DriverID"":9,""Latitude"":40.7303058,""Longitude"":-91.9623949,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:00:00"",""ReceivedBy"":""Kajsa Jakobsson""}",2013-01-11T10:00:00.000+0000,Kajsa Jakobsson,9,2013-01-11T07:00:00.000+0000
547,441,401,572,3,2081,2001,15,12,2013-01-10,16756,false,null,null,"Suite 292, 830 Sal Crescent",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1597""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:05:00"",""ConNote"":""EAN-125-1597"",""DriverID"":9,""Latitude"":40.7303058,""Longitude"":-91.9623949,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:05:00"",""ReceivedBy"":""Kajsa Jakobsson""}",2013-01-11T10:05:00.000+0000,Kajsa Jakobsson,9,2013-01-11T07:00:00.000+0000
548,441,401,552,3,2081,2001,6,12,2013-01-10,11655,false,null,null,"Suite 292, 830 Sal Crescent",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1598""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:10:00"",""ConNote"":""EAN-125-1598"",""DriverID"":9,""Latitude"":40.7303058,""Longitude"":-91.9623949,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:10:00"",""ReceivedBy"":""Kajsa Jakobsson""}",2013-01-11T10:10:00.000+0000,Kajsa Jakobsson,9,2013-01-11T07:00:00.000+0000
549,445,401,571,3,2089,2001,14,12,2013-01-10,18276,false,null,null,"Shop 54, 541 Shergill Street",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1599""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:15:00"",""ConNote"":""EAN-125-1599"",""DriverID"":9,""Latitude"":40.0847062,""Longitude"":-104.9394216,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:15:00"",""ReceivedBy"":""An Dung Ngo""}",2013-01-11T10:15:00.000+0000,An Dung Ngo,9,2013-01-11T07:00:00.000+0000
550,453,401,575,3,2105,2001,3,12,2013-01-10,16387,false,null,null,"Suite 124, 1316 Agafitei Road",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1600""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:20:00"",""ConNote"":""EAN-125-1600"",""DriverID"":9,""Latitude"":38.2973519,""Longitude"":-78.4400099,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-11T10:20:00"",""ReceivedBy"":""Bryan Helms""}",2013-01-11T10:20:00.000+0000,Bryan Helms,9,2013-01-11T07:00:00.000+0000
551,453,401,561,3,2105,2001,13,12,2013-01-10,19943,false,null,null,"Suite 124, 1316 Agafitei Road",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1601""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:25:00"",""ConNote"":""EAN-125-1601"",""DriverID"":9,""Latitude"":38.2973519,""Longitude"":-78.4400099,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:25:00"",""ReceivedBy"":""Bryan Helms""}",2013-01-11T10:25:00.000+0000,Bryan Helms,9,2013-01-11T07:00:00.000+0000
552,455,401,547,3,2109,2001,6,12,2013-01-10,16818,false,null,null,"Shop 121, 1772 Fallaci Crescent",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1602""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:30:00"",""ConNote"":""EAN-125-1602"",""DriverID"":9,""Latitude"":35.1346895,""Longitude"":-119.4726196,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:30:00"",""ReceivedBy"":""Ilse Sandell""}",2013-01-11T10:30:00.000+0000,Ilse Sandell,9,2013-01-11T07:00:00.000+0000
553,455,401,513,3,2109,2001,6,12,2013-01-10,14236,false,null,null,"Shop 121, 1772 Fallaci Crescent",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1603""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:35:00"",""ConNote"":""EAN-125-1603"",""DriverID"":9,""Latitude"":35.1346895,""Longitude"":-119.4726196,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:35:00"",""ReceivedBy"":""Ilse Sandell""}",2013-01-11T10:35:00.000+0000,Ilse Sandell,9,2013-01-11T07:00:00.000+0000
554,456,401,553,3,2111,2001,13,12,2013-01-10,13317,false,null,null,"Unit 2, 1605 Leigh Road",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1604""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:40:00"",""ConNote"":""EAN-125-1604"",""DriverID"":9,""Latitude"":40.7048242,""Longitude"":-73.6501295,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:40:00"",""ReceivedBy"":""Subhash Matondkar""}",2013-01-11T10:40:00.000+0000,Subhash Matondkar,9,2013-01-11T07:00:00.000+0000
555,457,401,558,3,2113,2001,16,12,2013-01-10,19719,false,null,null,"Unit 133, 349 Kozakova Boulevard",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1605""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:45:00"",""ConNote"":""EAN-125-1605"",""DriverID"":9,""Latitude"":34.1861922,""Longitude"":-103.3343978,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-11T10:45:00"",""ReceivedBy"":""Eesvaraavu Ankitham""}",2013-01-11T10:45:00.000+0000,Eesvaraavu Ankitham,9,2013-01-11T07:00:00.000+0000
556,457,401,534,3,2113,2001,14,12,2013-01-10,10137,false,null,null,"Unit 133, 349 Kozakova Boulevard",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1606""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:50:00"",""ConNote"":""EAN-125-1606"",""DriverID"":9,""Latitude"":34.1861922,""Longitude"":-103.3343978,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:50:00"",""ReceivedBy"":""Eesvaraavu Ankitham""}",2013-01-11T10:50:00.000+0000,Eesvaraavu Ankitham,9,2013-01-11T07:00:00.000+0000
557,478,401,525,3,2155,2001,15,12,2013-01-10,11246,false,null,null,"Suite 105, 393 Williams Avenue",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1607""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T10:55:00"",""ConNote"":""EAN-125-1607"",""DriverID"":9,""Latitude"":41.3392232,""Longitude"":-80.1050604,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T10:55:00"",""ReceivedBy"":""Gi-Suk Heo""}",2013-01-11T10:55:00.000+0000,Gi-Suk Heo,9,2013-01-11T07:00:00.000+0000
558,499,401,576,3,2197,2001,3,12,2013-01-10,15061,false,null,null,"Shop 20, 1046 Saucier Road",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1608""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:00:00"",""ConNote"":""EAN-125-1608"",""DriverID"":9,""Latitude"":39.8500679,""Longitude"":-82.1220868,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-11T11:00:00"",""ReceivedBy"":""Masa Buecek""}",2013-01-11T11:00:00.000+0000,Masa Buecek,9,2013-01-11T07:00:00.000+0000
559,508,401,548,3,2215,2001,16,12,2013-01-10,11901,false,null,null,"Suite 173, 1633 Sonkar Boulevard",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1609""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:05:00"",""ConNote"":""EAN-125-1609"",""DriverID"":9,""Latitude"":36.6970059,""Longitude"":-93.3693524,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:05:00"",""ReceivedBy"":""Baalaaditya Rallapalli""}",2013-01-11T11:05:00.000+0000,Baalaaditya Rallapalli,9,2013-01-11T07:00:00.000+0000
560,525,401,515,3,2249,2001,13,12,2013-01-10,10239,false,null,null,"Suite 255, 1668 Nechita Boulevard",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1610""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:10:00"",""ConNote"":""EAN-125-1610"",""DriverID"":9,""Latitude"":39.2025030,""Longitude"":-94.4924530,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:10:00"",""ReceivedBy"":""Julia Konecna""}",2013-01-11T11:10:00.000+0000,Julia Konecna,9,2013-01-11T07:00:00.000+0000
561,534,401,578,3,2267,2001,2,12,2013-01-10,15655,false,null,null,"Shop 79, 384 Yadav Boulevard",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1611""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:15:00"",""ConNote"":""EAN-125-1611"",""DriverID"":9,""Latitude"":30.2890833,""Longitude"":-91.2342744,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:15:00"",""ReceivedBy"":""Nishant Menon""}",2013-01-11T11:15:00.000+0000,Nishant Menon,9,2013-01-11T07:00:00.000+0000
562,537,401,583,3,2273,2001,13,12,2013-01-10,15464,false,null,null,"Unit 246, 1280 Tran Boulevard",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1612""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:20:00"",""ConNote"":""EAN-125-1612"",""DriverID"":9,""Latitude"":56.9455556,""Longitude"":-154.1702778,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:20:00"",""ReceivedBy"":""Deepesh Bose""}",2013-01-11T11:20:00.000+0000,Deepesh Bose,9,2013-01-11T07:00:00.000+0000
563,539,401,537,3,2277,2001,16,12,2013-01-10,10774,false,null,null,"Shop 258, 148 Dellucci Boulevard",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1613""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:25:00"",""ConNote"":""EAN-125-1613"",""DriverID"":9,""Latitude"":41.1550825,""Longitude"":-75.9782560,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-11T11:25:00"",""ReceivedBy"":""Bich Banh""}",2013-01-11T11:25:00.000+0000,Bich Banh,9,2013-01-11T07:00:00.000+0000
564,554,401,518,3,2307,2001,6,12,2013-01-10,10081,false,null,null,"Unit 234, 1014 Shuler Avenue",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1614""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:30:00"",""ConNote"":""EAN-125-1614"",""DriverID"":9,""Latitude"":39.7603210,""Longitude"":-87.0722345,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:30:00"",""ReceivedBy"":""Ondrej Tomek""}",2013-01-11T11:30:00.000+0000,Ondrej Tomek,9,2013-01-11T07:00:00.000+0000
565,559,401,544,3,2317,2001,20,12,2013-01-10,13603,false,null,null,"Unit 42, 1448 Brasseur Boulevard",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1615""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:35:00"",""ConNote"":""EAN-125-1615"",""DriverID"":9,""Latitude"":30.0049400,""Longitude"":-97.6861117,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:35:00"",""ReceivedBy"":""Paola Greece""}",2013-01-11T11:35:00.000+0000,Paola Greece,9,2013-01-11T07:00:00.000+0000
566,565,401,531,3,2329,2001,2,12,2013-01-10,11589,false,null,null,"Shop 266, 899 Valentova Road",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1616""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:40:00"",""ConNote"":""EAN-125-1616"",""DriverID"":9,""Latitude"":44.4685604,""Longitude"":-109.4376625,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:40:00"",""ReceivedBy"":""Mark Ruutel""}",2013-01-11T11:40:00.000+0000,Mark Ruutel,9,2013-01-11T07:00:00.000+0000
567,571,401,516,3,2341,2001,8,12,2013-01-10,12583,false,null,null,"Unit 55, 279 Flamand Boulevard",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1617""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:45:00"",""ConNote"":""EAN-125-1617"",""DriverID"":9,""Latitude"":43.3467400,""Longitude"":-73.1762182,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:45:00"",""ReceivedBy"":""Dana Mrazova""}",2013-01-11T11:45:00.000+0000,Dana Mrazova,9,2013-01-11T07:00:00.000+0000
568,582,401,587,3,2363,2001,20,12,2013-01-10,19955,false,null,null,"Shop 299, 780 Rusl Boulevard",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1618""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:50:00"",""ConNote"":""EAN-125-1618"",""DriverID"":9,""Latitude"":35.0997794,""Longitude"":-104.0638615,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T11:50:00"",""ReceivedBy"":""Pavel Bohuslav""}",2013-01-11T11:50:00.000+0000,Pavel Bohuslav,9,2013-01-11T07:00:00.000+0000
569,586,401,574,3,2371,2001,20,12,2013-01-10,15524,false,null,null,"Shop 204, 167 Kubatova Lane",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1619""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T11:55:00"",""ConNote"":""EAN-125-1619"",""DriverID"":9,""Latitude"":29.1924772,""Longitude"":-81.9173071,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-11T11:55:00"",""ReceivedBy"":""Anete Kundzina""}",2013-01-11T11:55:00.000+0000,Anete Kundzina,9,2013-01-11T07:00:00.000+0000
570,601,401,580,3,2401,2001,16,12,2013-01-10,16766,false,null,null,"Unit 123, 688 senturk Crescent",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1620""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T12:00:00"",""ConNote"":""EAN-125-1620"",""DriverID"":9,""Latitude"":39.0031683,""Longitude"":-75.9579945,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T12:00:00"",""ReceivedBy"":""Telma Hermansson""}",2013-01-11T12:00:00.000+0000,Telma Hermansson,9,2013-01-11T07:00:00.000+0000
571,809,809,589,3,3009,3009,16,12,2013-01-10,14632,false,null,null,"Shop 5, 1808 Sagese Crescent",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1621""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T12:05:00"",""ConNote"":""EAN-125-1621"",""DriverID"":9,""Latitude"":44.1486654,""Longitude"":-73.3404020,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T12:05:00"",""ReceivedBy"":""Madhu Dwivedi""}",2013-01-11T12:05:00.000+0000,Madhu Dwivedi,9,2013-01-11T07:00:00.000+0000
572,814,814,579,3,3014,3014,8,12,2013-01-10,17422,false,null,null,"Suite 13, 285 Dupuy Street",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1622""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T12:10:00"",""ConNote"":""EAN-125-1622"",""DriverID"":9,""Latitude"":27.6719750,""Longitude"":-97.6358282,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T12:10:00"",""ReceivedBy"":""Johanna Hoornstra""}",2013-01-11T12:10:00.000+0000,Johanna Hoornstra,9,2013-01-11T07:00:00.000+0000
573,817,817,539,3,3017,3017,20,12,2013-01-10,19378,false,null,null,"Unit 7, 1482 Ibrahimagic Street",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1623""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T12:15:00"",""ConNote"":""EAN-125-1623"",""DriverID"":9,""Latitude"":40.5723251,""Longitude"":-74.6848824,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T12:15:00"",""ReceivedBy"":""Agrita Kanepa""}",2013-01-11T12:15:00.000+0000,Agrita Kanepa,9,2013-01-11T07:00:00.000+0000
574,824,824,549,3,3024,3024,8,12,2013-01-10,14840,false,null,null,"Suite 22, 530 Kellnerova Lane",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1624""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T12:20:00"",""ConNote"":""EAN-125-1624"",""DriverID"":9,""Latitude"":33.8945496,""Longitude"":-87.7000188,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T12:20:00"",""ReceivedBy"":""Risto Valbe""}",2013-01-11T12:20:00.000+0000,Risto Valbe,9,2013-01-11T07:00:00.000+0000
575,838,838,522,3,3038,3038,2,12,2013-01-10,17829,false,null,null,"Unit 4, 613 senturk Lane",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1625""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T12:25:00"",""ConNote"":""EAN-125-1625"",""DriverID"":9,""Latitude"":42.3167581,""Longitude"":-72.1259114,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T12:25:00"",""ReceivedBy"":""Pavel Bogdanov""}",2013-01-11T12:25:00.000+0000,Pavel Bogdanov,9,2013-01-11T07:00:00.000+0000
576,842,842,545,3,3042,3042,2,12,2013-01-10,14407,false,null,null,"Suite 20, 1104 Podnieks Road",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1626""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T12:30:00"",""ConNote"":""EAN-125-1626"",""DriverID"":9,""Latitude"":47.3330045,""Longitude"":-93.7927173,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T12:30:00"",""ReceivedBy"":""Biju Deb""}",2013-01-11T12:30:00.000+0000,Biju Deb,9,2013-01-11T07:00:00.000+0000
577,866,866,520,3,3066,3066,7,12,2013-01-10,17225,false,null,null,"Suite 22, 130 Seleznyov Street",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-10T12:00:00"",""ConNote"":""EAN-125-1627""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-11T12:35:00"",""ConNote"":""EAN-125-1627"",""DriverID"":9,""Latitude"":41.1220337,""Longitude"":-75.3646282,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-11T12:35:00"",""ReceivedBy"":""Jay Bhuiyan""}",2013-01-11T12:35:00.000+0000,Jay Bhuiyan,9,2013-01-11T07:00:00.000+0000
